FlightNumber,PurposeofFlight,From,To,DepartureTime,ArrivelTime,FlyingHours,Date,PilotID,AircraftID,AccidentNumber
20051228X02019 , Personal , United States ,Armenia,7:00 AM,12:50 PM,5h 50m, 12/11/2005 ,498729, N9738L , SEA06LA037 
20051229X02024 , Personal , United States ,Australia,9:35 AM,3:40 PM,6h 5m, 12/11/2005 ,517396, N40120 , CHI06LA062 
20051229X02030 , Personal , United States ,Australia,9:35 AM,5:50 PM,8h 15m, 12/11/2005 ,526100, N4UT , DFW06WA052 
20060120X00095 , Skydiving , United States ,Australia,4:40 PM,7:15 PM,2h 35m, 12/11/2005 ,500566, N32476 , LAX06FA080 
20060113X00066 , Personal , United States ,Australia,4:40 PM,7:50 PM,3h 10m, 12/11/2005 ,490705, N9085Q , LAX06CA079 
20060113X00075 , Instructional , United States ,Australia,11:40 AM,3:25 PM,3h 45m, 12/10/2005 ,499939, N9696K , DFW06CA050 
20060117X00084 , Personal , United States ,Australia,11:40 AM,5:10 PM,5h 30m, 12/10/2005 ,504340, N6922T , CHI06LA061 
20060119X00090 ,  , Nigeria ,Australia,11:40 AM,7:20 PM,7h 40m, 12/10/2005 ,501091, N2106D , MIA06WA038 
20060109X00028 , Personal , United States ,Australia,11:40 AM,7:20 PM,7h 40m, 12/10/2005 ,503699, N31MH , ATL06CA032 
20060109X00029 , Personal , United States ,Australia,8:25 AM,4:35 PM,8h 10m, 12/10/2005 ,515790, N926SH , NYC06CA049 
20080506X00603 , Positioning , United States ,Australia,11:40 AM,7:20 PM,7h 40m, 12/09/2005 ,499375, N650RW , LAX06WA077 
20051229X02031 , Personal , United States ,Australia,9:35 AM,5:50 PM,8h 15m, 12/09/2005 ,490995, N7895J , NYC06WA052 
20051229X02032 , Unknown , Netherlands ,Australia,12:00 PM,8:05 PM,8h 5m, 12/09/2005 ,496970, N9199P , DEN06CA031 
20060105X00009 , Instructional , United States ,Austria,1:30 PM,5:35 PM,4h 5m, 12/08/2005 ,515098, N72BG , NYC06LA050 
20060106X00017 ,  , United States ,Austria,1:30 PM,6:50 PM,5h 20m, 12/08/2005 ,495414, N9950X , LAX06IA076 
20051230X02036 ,  , United States ,Austria,1:30 PM,8:05 PM,6h 35m, 12/08/2005 ,521073, N89B , ANC06LA015 
20060120X00109 , Personal , United States ,Austria,1:30 PM,9:50 PM,8h 20m, 12/08/2005 ,488520, N201SC , SEA06FA036 
20051230X02035 , Personal , United States ,Austria,9:35 AM,3:40 PM,6h 5m, 12/07/2005 ,510897, N96YD , NYC06FA048 
20060105X00011 ,  , United States ,Austria,8:25 AM,3:40 PM,7h 15m, 12/07/2005 ,523997, N9880A , MIA06FA039 
20051228X02021 ,  , France ,Austria,11:40 AM,7:20 PM,7h 40m, 12/07/2005 ,502619, N5606S , ATL06FA030 
20051227X02016 , Instructional , Argentina ,Austria,11:25 AM,7:20 PM,7h 55m, 12/06/2005 ,506264, N4175U , ATL06CA031 
20051222X02001 , Instructional , United States ,Austria,10:55 AM,4:40 PM,5h 45m, 12/06/2005 ,507850, N924GF , DFW06CA045 
20060123X00117 , Unknown , Australia ,Austria,7:00 AM,7:00 PM,12h 0m, 12/06/2005 ,510379, N5394K , DEN06FA028 
20060119X00088 , Personal , United States ,Austria,11:40 AM,3:10 PM,3h 30m, 12/04/2005 ,517931, N77ND , LAX06FA075 
20060113X00076 , Other Work Use , United States ,Austria,8:25 AM,3:10 PM,6h 45m, 12/03/2005 ,502603, N62610 , DEN06CA029 
20060109X00027 , Instructional , United States ,Austria,7:30 AM,6:15 PM,10h 45m, 12/03/2005 ,503630, N3569Y , DFW06CA047 
20051227X02012 , Instructional , United States ,Azerbaijan,7:00 AM,6:15 PM,11h 15m, 12/03/2005 ,490227, N176RD , DFW06CA048 
20060113X00067 , Unknown , Australia ,Azerbaijan,7:00 AM,9:35 PM,14h 35m, 12/02/2005 ,518852, N113AW , LAX06LA073 
20060113X00079 , Personal , United States ,Azerbaijan,9:35 AM,7:00 PM,9h 25m, 12/01/2005 ,486974, N45339 , MIA06CA043 
20051227X02017 , Personal , United States ,Azerbaijan,7:30 AM,5:00 PM,9h 30m, 12/01/2005 ,522617, N4747G , LAX06CA074 
20060106X00018 , Ferry , United States ,Azerbaijan,7:30 AM,6:15 PM,10h 45m, 12/01/2005 ,519453, N8513U , NYC06CA063 
20060107X00025 ,  , Spain ,Azerbaijan,7:30 AM,8:10 PM,12h 40m, 12/01/2005 ,515598, N655GS , MIA06LA037 
20060111X00045 ,  , Japan ,Azerbaijan,7:00 AM,2:10 PM,7h 10m, 12/01/2005 ,528346, N5343U , ATL06FA029 
20051221X01999 , Instructional , United States ,Azerbaijan,7:00 AM,4:30 PM,9h 30m, 11/30/2005 ,499454, N1238Q , DFW06CA044 
20060114X00081 , Unknown , United States ,Azerbaijan,9:35 AM,7:00 PM,9h 25m, 11/30/2005 ,518234, N1938E , DFW06CA070 
20060113X00073 , Personal , United States ,Azerbaijan,7:00 AM,7:00 PM,12h 0m, 11/30/2005 ,518461, N206FB , CHI06FA057 
20060111X00049 , Personal , United States ,Azerbaijan,8:25 AM,3:10 PM,6h 45m, 11/29/2005 ,504740, N45SE , LAX06FA071 
20051229X02023 , Personal , United States ,Azerbaijan,8:25 AM,7:55 PM,11h 30m, 11/28/2005 ,521030, N1012H , LAX06CA078 
20060105X00012 ,  , United States ,Azerbaijan,12:00 PM,3:30 PM,3h 30m, 11/28/2005 ,505699, N656T , NYC06CA047 
20051220X01995 ,  , United States ,Azerbaijan,12:00 PM,4:30 PM,4h 30m, 11/28/2005 ,504734, N206WK , NYC06CA051 
20060104X00005 , Aerial Observation , United States ,Bahrain,9:35 AM,2:10 PM,4h 35m, 11/28/2005 ,496350, N3140U , SEA06CA034 
20051222X02003 , Positioning , United States ,Bahrain,7:00 AM,11:50 AM,4h 50m, 11/28/2005 ,506622, N699QS , LAX06CA070 
20060109X00026 , Personal , United States ,Bahrain,11:25 AM,4:30 PM,5h 5m, 11/27/2005 ,506321, N8548Q , ATL06LA027 
20060113X00063 , Personal , United States ,Bahrain,12:00 PM,6:15 PM,6h 15m, 11/27/2005 ,523351, N5031T , ATL06LA028 
20060208X00178 , Personal , United States ,Bahrain,11:25 AM,6:15 PM,6h 50m, 11/27/2005 ,517023, N33964 , ATL06CA047 
20051229X02027 , Personal , United States ,Bahrain,11:25 AM,7:00 PM,7h 35m, 11/26/2005 ,495031, N993FL , DEN06CA027 
20051223X02005 , Personal , United States ,Bahrain,11:40 AM,3:10 PM,3h 30m, 11/26/2005 ,487921, N5203N , SEA06LA033 
20051220X01994 , Personal , United States ,Bahrain,8:25 AM,6:15 PM,9h 50m, 11/25/2005 ,517928, N5207C , DFW06LA041 
20051221X02000 , Personal , United States ,Bahrain,9:35 AM,6:15 PM,8h 40m, 11/24/2005 ,514416, N4024P , CHI06LA051 
20060113X00069 , Personal , United States ,Bangladesh,9:35 AM,8:10 PM,10h 35m, 11/24/2005 ,498553, N9158U , CHI06CA052 
20060113X00072 , Instructional , United States ,Bangladesh,7:00 AM,8:10 PM,13h 10m, 11/24/2005 ,494231, N355NT , DFW06WA046 
20060111X00056 , Personal , United States ,Bangladesh,1:30 PM,9:35 PM,8h 5m, 11/23/2005 ,514721, N8014T , MIA06WA035 
20051229X02028 , Personal , United States ,Bangladesh,7:55 PM,9:30 AM,13h 35m, 11/23/2005 ,486992, N5756Y , LAX06FA069 
20051214X01972 ,  , United States ,Bangladesh,4:55 PM,9:30 AM,16h 35m, 11/23/2005 ,494222, N39MK , DFW06CA042 
20060105X00007 , Personal , United States ,Bangladesh,11:40 AM,6:15 PM,6h 35m, 11/23/2005 ,524886, N94263 , DFW06CA043 
20051229X02022 , Personal , United States ,Bangladesh,11:40 AM,7:55 PM,8h 15m, 11/23/2005 ,503751, N99137 , SEA06CA032 
20051223X02007 , Personal , United States ,Bangladesh,8:25 AM,6:15 PM,9h 50m, 11/22/2005 ,515507, N117MK , LAX06LA068 
20051223X02008 , Personal , United States ,Bangladesh,8:25 AM,6:15 PM,9h 50m, 11/22/2005 ,520339, N181FL , DEN06LA026 
20051216X01982 , Instructional , United States ,Bangladesh,11:25 AM,8:10 PM,8h 45m, 11/21/2005 ,524297, N103RC , SEA06LA031 
20051216X01983 , Business , United States ,Bangladesh,9:35 AM,6:15 PM,8h 40m, 11/21/2005 ,524936, N7WS , LAX06LA067 
20060106X00021 , Personal , United States ,Bangladesh,11:25 AM,3:30 PM,4h 5m, 11/21/2005 ,487231, N82001 , MIA06WA036 
20060111X00052 , Executive/Corporate , Colombia ,Bangladesh,7:00 AM,1:00 PM,6h 0m, 11/21/2005 ,505734, N63PA , MIA06CA040 
20060110X00036 , Personal , United States ,Bangladesh,4:55 PM,8:30 AM,15h 35m, 11/20/2005 ,516814, N9527A , CHI06CA055 
20060120X00107 , Personal , United States ,Belarus,7:55 PM,11:50 AM,15h 55m, 11/20/2005 ,502633, N702WP , MIA06CA034 
20060126X00122 , Positioning , United States ,Belarus,3:45 PM,7:55 PM,4h 10m, 11/20/2005 ,522166, N3882N , DEN06CA025 
20051223X02006 , Personal , United States ,Belarus,7:30 AM,4:30 PM,9h 0m, 11/20/2005 ,524023, N814CE , CHI06CA053 
20051221X01997 ,  , United States ,Belarus,7:30 AM,4:30 PM,9h 0m, 11/19/2005 ,510818, N4384C , CHI06CA056 
20051223X02004 , Personal , United States ,Belarus,9:35 AM,6:15 PM,8h 40m, 11/19/2005 ,499184, N536JB , ENG06WA008 
20051219X01988 , Personal , United States ,Belarus,4:55 PM,9:35 PM,4h 40m, 11/19/2005 ,519391, N748BP , LAX06FA066 
20060106X00024 , Personal , United States ,Belarus,12:00 PM,7:00 PM,7h 0m, 11/19/2005 ,501261, N1037V , LAX06LA065A 
20060106X00023 , Personal , Russia ,Belarus,12:00 PM,6:15 PM,6h 15m, 11/19/2005 ,518526, N909KF , LAX06LA065B 
20060113X00074 , Public Aircraft , United States ,Belarus,11:25 AM,6:15 PM,6h 50m, 11/18/2005 ,502616, N141HA , ANC06LA014 
20051214X01970 , Public Aircraft , United States ,Belarus,4:40 PM,7:55 PM,3h 15m, 11/18/2005 ,503268, N172GW , ATL06CA026 
20051213X01964 , Personal , United States ,Belarus,11:40 AM,6:15 PM,6h 35m, 11/18/2005 ,513473, N95006 , CHI06CA050 
20051221X01998 , Instructional , United States ,Belarus,8:25 AM,6:15 PM,9h 50m, 11/18/2005 ,524409, N6266W , CHI06CA049 
20060114X00082 , Business , United States ,Belarus,8:25 AM,6:15 PM,9h 50m, 11/18/2005 ,492387, N6494J , CHI06CA048 
20051230X02034 ,  , Belize ,Belgium,7:00 AM,3:10 PM,8h 10m, 11/18/2005 ,500328, N957SH , CHI06WA047 
20060202X00154 , Personal , United States ,Belgium,9:35 AM,7:55 PM,10h 20m, 11/17/2005 ,492099, N212TC , NYC06LA045 
20060111X00050 , Flight Test , United States ,Belgium,7:30 AM,4:30 PM,9h 0m, 11/16/2005 ,493558, N91597 , LAX06LA064 
20060130X00130 , Personal , United States ,Belgium,9:35 AM,7:55 PM,10h 20m, 11/16/2005 ,496016, N5757D , DEN06LA024 
20051213X01966 , Personal , United States ,Belgium,11:25 AM,7:55 PM,8h 30m, 11/16/2005 ,509678, N8495K , ANC06CA013 
20060103X00001 ,  , United States ,Belgium,4:15 PM,9:35 PM,5h 20m, 11/16/2005 ,498613, N559JC , NYC06IA044 
20060113X00080 ,  , United States ,Belgium,7:30 AM,3:30 PM,8h 0m, 11/15/2005 ,521624, N64763 , CHI06CA059 
20051216X01986 , Personal , United States ,Belgium,1:30 PM,6:15 PM,4h 45m, 11/15/2005 ,498708, N4416N , CHI06CA046 
20060203X00156 , Business , United States ,Belgium,8:25 AM,4:30 PM,8h 5m, 11/15/2005 ,521874, N121CW , NYC06WA046 
20051206X01939 , Personal , United States ,Belgium,12:00 PM,7:55 PM,7h 55m, 11/15/2005 ,507927, N5467C , ANC06CA012 
20051229X02029 , Instructional , United States ,Belgium,11:25 AM,7:55 PM,8h 30m, 11/15/2005 ,515595, N49189 , LAX06CA061 
20051207X01950 ,  , Colombia ,Belgium,4:15 PM,9:35 PM,5h 20m, 11/14/2005 ,499592, N734K , LAX06FA063 
20051209X01955 , Instructional , United States ,Belgium,11:40 AM,9:35 PM,9h 55m, 11/13/2005 ,514237, N9311P , DCA06MA010 
20051220X01996 , Personal , United States ,Belgium,9:35 AM,7:55 PM,10h 20m, 11/13/2005 ,504966, N300NW , NYC06LA035 
20090528X34729 , Personal , United States ,Belize,7:00 AM,3:10 PM,8h 10m, 11/13/2005 ,491575, N985JS , MIA06LA041 
20051212X01962 , Personal , United States ,Belize,7:30 AM,1:00 PM,5h 30m, 11/13/2005 ,515727, N583NK , MIA06LA033 
20051216X01985 , Instructional , United States ,Benin,7:30 AM,2:10 PM,6h 40m, 11/13/2005 ,507253, Unregistere , LAX06CA060 
20051219X01992 , Personal , United States ,Benin,7:30 AM,3:30 PM,8h 0m, 11/12/2005 ,493559, N69146 , CHI06CA045 
20051207X01948 , Personal , United States ,Benin,5:05 PM,6:30 PM,1h 25m, 11/12/2005 ,516328, N8103X , MIA06CA031 
20051207X01946 , Banner Tow , United States ,Benin,12:30 PM,1:55 PM,1h 25m, 11/12/2005 ,505733, N8225F , MIA06CA032 
20051209X01956 , Personal , United States ,Benin,5:00 PM,6:25 PM,1h 25m, 11/11/2005 ,517340, N8063T , DFW06WA049 
20051202X01925 , Personal , United States ,Benin,3:00 PM,4:25 PM,1h 25m, 11/11/2005 ,505629, N124SM , SEA06LA029 
20060105X00014 , Personal , United States ,Benin,2:00 PM,3:25 PM,1h 25m, 11/11/2005 ,527520, N287RR , DFW06LA040 
20060104X00004 , Personal , United States ,Benin,12:00 PM,1:25 PM,1h 25m, 11/11/2005 ,527010, N2873E , LAX06FA059 
20051216X01981 , Instructional , United States ,Benin,6:00 PM,7:25 PM,1h 25m, 11/10/2005 ,491849, N1814Y , DFW06IA025A 
20051206X01932 , Positioning , United States ,Benin,1:00 PM,2:25 PM,1h 25m, 11/10/2005 ,490048, N197D , DFW06IA025B 
20051130X01903 , Instructional , United States ,Benin,11:00 AM,12:25 PM,1h 25m, 11/09/2005 ,513386, N35552 , NYC06CA043 
20051206X01937 , Instructional , United States ,Benin,7:00 PM,8:25 PM,1h 25m, 11/09/2005 ,500023, N8285T , DFW06WA068 
20051210X01961 , Business , United States ,Bhutan,8:40 AM,10:05 AM,1h 25m, 11/09/2005 ,486148, N8483E , ATL06LA024 
20060106X00020 ,  , United States ,Bhutan,8:00 PM,9:25 PM,1h 25m, 11/09/2005 ,517021, N2995W , LAX06LA058 
20051207X01949 ,  , Australia ,Bhutan,10:00 AM,11:25 AM,1h 25m, 11/09/2005 ,493969, N392PT , NYC06LA042A 
20051223X02011 ,  , United States ,Bolivia,9:00 AM,3:35 PM,6h 35m, 11/09/2005 ,515490, N127F , NYC06LA042B 
20051203X01928 , Personal , United States ,Bolivia,7:30 AM,3:35 PM,8h 5m, 11/08/2005 ,504115, N58717 , SEA06TA028 
20051213X01969 , Instructional , United States ,Bolivia,7:00 AM,3:35 PM,8h 35m, 11/08/2005 ,524552, N701DF , ATL06CA025 
20060113X00078 ,  , United States ,Bolivia,8:00 AM,3:35 PM,7h 35m, 11/08/2005 ,524542, N6667Q , CHI06CA044 
20060110X00040 , Positioning , United States ,Bolivia,6:30 AM,1:15 PM,6h 45m, 11/08/2005 ,490692, N2401T , ANC06CA011 
20051130X01904 , Personal , United States ,Bolivia,6:50 AM,1:55 PM,7h 5m, 11/08/2005 ,517913, N19998 , LAX06CA057 
20051130X01905 ,  , United States ,Bolivia,10:30 AM,6:30 PM,8h 0m, 11/08/2005 ,512078, N9640G , DEN06FA023 
20051215X01978 , Personal , Guyana ,Bolivia,6:50 AM,6:30 PM,11h 40m, 11/07/2005 ,499174, N4807 , MIA06CA029 
20051219X01989 , Other Work Use , Taiwan ,Bolivia,8:30 AM,6:00 PM,9h 30m, 11/07/2005 ,524257, N9954U , MIA06WA030 
20051208X01951 , Personal , United States ,Bolivia,9:00 AM,10:25 AM,1h 25m, 11/07/2005 ,512180, N901NS , LAX06FA055 
20051218X01987 , Personal , United States ,Bolivia,10:00 AM,7:05 PM,9h 5m, 11/07/2005 ,495984, N24SD , LAX06LA056A 
20060111X00055 , Business , United States ,Bolivia,9:00 AM,7:05 PM,10h 5m, 11/07/2005 ,497690, N513JG , LAX06LA056B 
20051215X01977 , Instructional , United States ,Bolivia,8:00 AM,7:05 PM,11h 5m, 11/07/2005 ,518169, N46289 , CHI06FA043 
20051123X01879 , Skydiving , United States ,Bolivia,7:30 AM,7:05 PM,11h 35m, 11/06/2005 ,526759, N7761D , SEA06LA026 
20051123X01881 , Personal , United States ,Bolivia,7:00 AM,7:05 PM,12h 5m, 11/06/2005 ,503372, N14CS , SEA06CA027 
20051206X01943 , Instructional , United States ,Bosnia and Herzegovina,11:25 AM,6:30 PM,7h 5m, 11/06/2005 ,527583, N42619 , MIA06CA027 
20051130X01906 , Personal , United States ,Bosnia and Herzegovina,2:15 PM,6:30 PM,4h 15m, 11/06/2005 ,515917, N627RK , DEN06CA022 
20051206X01936 , Personal , United States ,Bosnia and Herzegovina,8:20 AM,3:20 PM,7h 0m, 11/06/2005 ,491844, N852PG , LAX06CA062 
20051130X01916 ,  , United Kingdom ,Bosnia and Herzegovina,8:20 AM,5:20 PM,9h 0m, 11/06/2005 ,486101, N747AW , WAS06RA005 
20051215X01974 , Personal , United States ,Bosnia and Herzegovina,7:00 AM,8:25 AM,1h 25m, 11/05/2005 ,528578, N36237 , LAX06FA054 
20051210X01960 , Personal , United States ,Bosnia and Herzegovina,10:40 AM,3:20 PM,4h 40m, 11/05/2005 ,504700, N6565L , MIA06LA028 
20051206X01942 , Personal , United States ,Bosnia and Herzegovina,10:40 AM,5:20 PM,6h 40m, 11/05/2005 ,505149, N58316 , ATL06LA022 
20051123X01882 , Instructional , United States ,Bosnia and Herzegovina,7:20 AM,3:20 PM,8h 0m, 11/05/2005 ,498686, N1755P , DFW06LA038 
20051123X01883 , Positioning , United States ,Bosnia and Herzegovina,8:30 AM,2:10 PM,5h 40m, 11/05/2005 ,525907, N282SL , SEA06WA035 
20051215X01975 , Instructional , United States ,Bosnia and Herzegovina,9:15 AM,4:35 PM,7h 20m, 11/05/2005 ,487617, N7QR , SEA06CA025 
20051122X01866 , Personal , United States ,Botswana,9:50 AM,5:30 PM,7h 40m, 11/05/2005 ,487403, N70365 , CHI06CA054 
20051128X01892 , Personal , United States ,Botswana,8:25 AM,5:30 PM,9h 5m, 11/05/2005 ,493357, N9138W , ATL06LA021 
20051202X01924 , Public Aircraft - Federal , United States ,Botswana,6:40 AM,5:30 PM,10h 50m, 11/05/2005 ,502282, N349MC , DCA06MA009 
20051216X01979 , Instructional , United States ,Botswana,10:30 AM,1:55 PM,3h 25m, 11/04/2005 ,503674, N54BX , MIA06LA026 
20051227X02015 , Personal , Venezuela ,Botswana,12:50 PM,6:30 PM,5h 40m, 11/04/2005 ,512299, N2054T , LAX06CA047 
20051206X01934 , Personal , United States ,Botswana,2:20 PM,5:20 PM,3h 0m, 11/03/2005 ,489598, N8153N , CHI06CA042 
20051227X02014 , Instructional , Guyana ,Botswana,4:00 PM,7:05 PM,3h 5m, 11/03/2005 ,488990, N1251C , NYC06WA061 
20051227X02013 , External Load , Canada ,Botswana,7:20 AM,11:00 AM,3h 40m, 11/03/2005 ,496392, N862Z , DFW06WA039 
20051209X01957 , Business , Mexico ,Botswana,3:00 PM,7:05 PM,4h 5m, 11/02/2005 ,508315, N4032R , ATL06CA033 
20051209X01958 , Personal , United States ,Botswana,1:00 PM,7:05 PM,6h 5m, 11/02/2005 ,510045, N6777W , LAX06WA053 
20051125X01890 , Personal , United States ,Botswana,10:00 AM,5:05 PM,7h 5m, 11/02/2005 ,512892, N9254T , DEN06CA021 
20051125X01889 , Personal , United States ,Botswana,11:00 AM,7:05 PM,8h 5m, 11/02/2005 ,502027, N1592F , LAX06CA081 
20051122X01870 , Instructional , United States ,Brazil,9:00 AM,5:05 PM,8h 5m, 11/02/2005 ,511909, N944U , SEA06CA023 
20051117X01852 , External Load , United States ,Brazil,8:00 AM,5:05 PM,9h 5m, 11/01/2005 ,505435, N391TM , NYC06CA041 
20051118X01853 , Instructional , United States ,Brazil,7:30 AM,5:05 PM,9h 35m, 11/01/2005 ,523650, N9120Q , LAX06WA051 
20051228X02020 , Personal , United States ,Brazil,7:00 AM,5:05 PM,10h 5m, 10/31/2005 ,503609, N68440 , LAX06CA050 
20051222X02002 , Personal , United States ,Brazil,8:15 AM,4:35 PM,8h 20m, 10/31/2005 ,487835, N207GR , NYC06FA040 
20051130X01920 , Personal , United States ,Brazil,6:50 AM,11:10 AM,4h 20m, 10/31/2005 ,510469, N75SM , DFW06FA037 
20051130X01921 , Instructional , United States ,Brazil,8:30 AM,1:55 PM,5h 25m, 10/31/2005 ,509657, N8523W , CHI06WA041 
20051202X01923 , Personal , United States ,Brazil,12:00 PM,7:05 PM,7h 5m, 10/30/2005 ,503298, N8348T , ENG06RA004 
20051122X01871 , Unknown , United States ,Brazil,1:50 PM,5:30 PM,3h 40m, 10/30/2005 ,490381, N3162W , ATL06CA020 
20051122X01872 , Personal , United States ,Brazil,8:05 AM,1:15 PM,5h 10m, 10/30/2005 ,493416, N3617F , SEA06CA024 
20051116X01849 ,  , Canada ,Brazil,7:30 AM,10:35 AM,3h 5m, 10/30/2005 ,486305, N9636B , CHI06CA039 
20051128X01898 , Instructional , United States ,Brazil,7:00 AM,10:35 AM,3h 35m, 10/29/2005 ,487750, N219DF , SEA06FA022 
20051229X02025 , Personal , United States ,Brazil,7:30 AM,11:05 AM,3h 35m, 10/29/2005 ,522997, N230CA , LAX06FA049 
20051121X01863 , Instructional , United States ,Brazil,7:00 AM,11:05 AM,4h 5m, 10/29/2005 ,522992, N52551 , CHI06LA038 
20051116X01845 , Personal , United States ,Brazil,1:00 PM,5:05 PM,4h 5m, 10/29/2005 ,524954, N291ND , DEN06IA020 
20051116X01846 , Personal , United States ,Bulgaria,7:30 AM,12:35 PM,5h 5m, 10/29/2005 ,495522, N477DK , DFW06CA034 
20060110X00038 , Personal , United States ,Bulgaria,8:00 AM,2:35 PM,6h 35m, 10/29/2005 ,491438, N199BM , DCA06IA007 
20051123X01885 , Personal , United States ,Bulgaria,7:30 AM,2:35 PM,7h 5m, 10/29/2005 ,521682, N1907A , NYC06LA039 
20051206X01944 , Personal , United States ,Bulgaria,7:00 AM,2:35 PM,7h 35m, 10/28/2005 ,509348, N8624X , CHI06FA037 
20051212X01963 , Instructional , United States ,Bulgaria,5:00 PM,8:35 AM,15h 35m, 10/28/2005 ,516882, N8270M , ATL06LA019 
20051124X01886 , Personal , United States ,Bulgaria,11:05 AM,4:35 PM,5h 30m, 10/28/2005 ,516883, N90421 , LAX06LA048 
20051123X01884 , Positioning , United States ,Bulgaria,9:50 AM,1:25 PM,3h 35m, 10/28/2005 ,504581, N667JM , NYC06LA038 
20051115X01839 ,  , United States ,Bulgaria,1:00 PM,5:30 PM,4h 30m, 10/28/2005 ,492098, N9083G , SEA06CA030 
20051109X01807 , Instructional , United States ,Bulgaria,8:25 AM,1:25 PM,5h 0m, 10/27/2005 ,512107, N2426S , SEA06CA020 
20060217X00213 , Personal , United States ,Bulgaria,11:50 AM,5:30 PM,5h 40m, 10/27/2005 ,486581, N9331S , LAX06CA046 
20051114X01832 , Personal , United States ,Bulgaria,10:45 AM,5:30 PM,6h 45m, 10/27/2005 ,510630, N209SL , NYC06IA036 
20051115X01842 , Personal , United States ,Bulgaria,6:40 AM,1:25 PM,6h 45m, 10/27/2005 ,502102, N8276C , LAX06CA045 
20051116X01847 , Instructional , United States ,Burkina Faso,6:00 PM,8:35 AM,14h 35m, 10/26/2005 ,486726, N60770 , LAX06CA052 
20051116X01848 , Personal , United States ,Burkina Faso,8:00 AM,10:35 AM,2h 35m, 10/26/2005 ,495152, N5320R , NYC06CA037 
20051118X01857 ,  , United States ,Burkina Faso,10:00 AM,12:35 PM,2h 35m, 10/26/2005 ,504144, N53056 , MIA06FA024 
20051124X01887 , Personal , United States ,Burkina Faso,1:45 PM,3:35 PM,1h 50m, 10/26/2005 ,496539, N61LA , DEN06IA019 
20051122X01865 , Positioning , United States ,Burkina Faso,8:00 PM,11:15 AM,15h 15m, 10/26/2005 ,511597, N2942Y , DFW06CA033 
20051109X01810 , Personal , United States ,Burkina Faso,7:30 PM,9:20 PM,1h 50m, 10/26/2005 ,526966, N220EZ , DFW06CA035 
20051207X01945 , Positioning , United States ,Burkina Faso,12:00 PM,7:05 PM,7h 5m, 10/24/2005 ,503737, N912TT , CHI06CA040 
20051206X01940 , Personal , Spain ,Burkina Faso,11:00 AM,7:05 PM,8h 5m, 10/24/2005 ,520219, N4707U , NYC06FA034 
20051128X01895 , Personal , United States ,Burkina Faso,10:00 AM,7:05 PM,9h 5m, 10/23/2005 ,489499, N505EA , SEA06LA021 
20060808X01111 , Personal , United States ,Burkina Faso,9:00 AM,7:05 PM,10h 5m, 10/23/2005 ,495959, N63995 , DFW06CA032 
20051123X01877 , Personal , United States ,Burkina Faso,3:00 PM,7:05 PM,4h 5m, 10/23/2005 ,508774, N20925 , SEA06IA019 
20051115X01838 , Personal , United States ,Burkina Faso,2:00 PM,7:05 PM,5h 5m, 10/23/2005 ,487689, N220SH , DEN06FA018 
20051115X01840 , Other Work Use , United States ,Burkina Faso,1:00 PM,7:05 PM,6h 5m, 10/22/2005 ,492723, N9964M , MIA06WA023 
20051130X01917 , Air Race/Show , United States ,Burundi,7:00 PM,9:35 AM,14h 35m, 10/22/2005 ,527385, N5070A , CHI06LA034 
20051215X01976 , Personal , United States ,Burundi,6:00 PM,9:35 AM,15h 35m, 10/22/2005 ,519810, N30491 , LAX06LA044 
20051206X01938 , Personal , United States ,Burundi,2:30 PM,4:20 PM,1h 50m, 10/22/2005 ,498088, N972SP , MIA06FA022A 
20051117X01850 , Business , United States ,Burundi,12:25 PM,2:15 PM,1h 50m, 10/22/2005 ,525906, N4991F , MIA06FA022B 
20051219X01991 , Personal , United States ,Cambodia,8:00 AM,7:05 PM,11h 5m, 10/22/2005 ,497710, N12QJ , ANC06CA010 
20051206X01935 ,  , United States ,Cambodia,7:00 AM,7:05 PM,12h 5m, 10/22/2005 ,499746, N821AA , NYC06LA033 
20051116X01844 , Instructional , Australia ,Cambodia,8:00 AM,11:15 AM,3h 15m, 10/22/2005 ,488957, N1644M , LAX06CA042 
20051122X01867 , Instructional , United Kingdom ,Cambodia,10:40 AM,7:05 PM,8h 25m, 10/22/2005 ,492160, N2686Z , LAX06FA043 
20051126X01891 , Positioning , United States ,Cambodia,1:00 PM,5:05 PM,4h 5m, 10/22/2005 ,525338, N59539 , LAX06LA041 
20051123X01875 , Ferry , United States ,Cambodia,12:00 PM,5:05 PM,5h 5m, 10/21/2005 ,489157, N2333J , NYC06RA032 
20051130X01902 , Personal , United States ,Cambodia,11:00 AM,5:05 PM,6h 5m, 10/21/2005 ,497794, N414LF , CHI06TA033 
20051110X01829 , Personal , United States ,Cambodia,8:00 AM,5:05 PM,9h 5m, 10/21/2005 ,520338, N4010M , DEN06GA017 
20051109X01811 , Instructional , United States ,Cambodia,9:00 AM,7:05 PM,10h 5m, 10/21/2005 ,519009, N505NR , ATL06CA017 
20051206X01941 , Personal , United States ,Cambodia,9:00 AM,7:05 PM,10h 5m, 10/21/2005 ,492588, N1829P , MIA06CA021 
20051129X01900 , Personal , United States ,Cambodia,9:50 AM,7:05 PM,9h 15m, 10/20/2005 ,516344, N216RN , LAX06CA040 
