FlightNumber,accm_txn_complete_time
20051019X01691 ,5/15/2022 0:00
20050418X00473 ,5/16/2022 0:00
20050419X00477 ,5/17/2022 0:00
20050330X00383 ,5/18/2022 0:00
20050329X00379 ,5/19/2022 0:00
20050329X00375 ,5/14/2022 0:00
20050329X00376 ,5/15/2022 0:00
20050503X00541 ,5/16/2022 0:00
20050503X00542 ,5/17/2022 0:00
20050503X00545 ,5/18/2022 0:00
20050328X00364 ,5/19/2022 0:00
20050324X00361 ,5/14/2022 0:00
20050322X00346 ,5/15/2022 0:00
20050324X00360 ,5/16/2022 0:00
20050323X00349 ,5/17/2022 0:00
20050324X00358 ,5/18/2022 0:00
20050330X00381 ,5/19/2022 0:00
20050404X00404 ,5/14/2022 0:00
20050408X00432 ,5/15/2022 0:00
20050330X00380 ,5/16/2022 0:00
20050331X00384 ,5/17/2022 0:00
20050404X00406 ,5/18/2022 0:00
20050412X00442 ,5/19/2022 0:00
20050801X01134 ,5/14/2022 0:00
20050325X00363 ,5/15/2022 0:00
20050328X00366 ,5/16/2022 0:00
20050407X00427 ,5/17/2022 0:00
20050405X00415 ,5/18/2022 0:00
20050502X00533 ,5/19/2022 0:00
20050401X00390 ,5/14/2022 0:00
20050329X00373 ,5/15/2022 0:00
20050323X00352 ,5/16/2022 0:00
20050317X00320 ,5/17/2022 0:00
20050512X00602 ,5/18/2022 0:00
20050519X00635 ,5/19/2022 0:00
20050414X00453 ,5/14/2022 0:00
20050316X00318 ,5/15/2022 0:00
20050323X00354 ,5/16/2022 0:00
20050318X00331 ,5/17/2022 0:00
20050321X00340 ,5/18/2022 0:00
20050321X00341 ,5/19/2022 0:00
20050321X00344 ,5/14/2022 0:00
20050322X00345 ,5/15/2022 0:00
20050322X00347 ,5/16/2022 0:00
20050404X00401 ,5/17/2022 0:00
20050428X00520 ,5/18/2022 0:00
20050401X00396 ,5/19/2022 0:00
20050405X00412 ,5/14/2022 0:00
20050331X00386 ,5/15/2022 0:00
20050406X00420 ,5/16/2022 0:00
20050324X00357 ,5/17/2022 0:00
20050316X00319 ,5/18/2022 0:00
20050328X00368 ,5/19/2022 0:00
20050416X00467 ,5/14/2022 0:00
20050407X00426 ,5/15/2022 0:00
20050317X00323 ,5/16/2022 0:00
20050525X00670 ,5/17/2022 0:00
20050406X00421 ,5/18/2022 0:00
20050405X00416 ,5/19/2022 0:00
20050406X00419 ,5/14/2022 0:00
20050426X00503 ,5/15/2022 0:00
20050713X01003 ,5/16/2022 0:00
20050318X00330 ,5/17/2022 0:00
20060403X00376 ,5/18/2022 0:00
20050401X00395 ,5/19/2022 0:00
20050317X00329 ,5/14/2022 0:00
20050513X00606 ,5/15/2022 0:00
20050317X00328 ,5/16/2022 0:00
20050311X00302 ,5/17/2022 0:00
20050311X00301 ,5/18/2022 0:00
20050317X00322 ,5/19/2022 0:00
20050323X00351 ,5/14/2022 0:00
20050318X00333 ,5/15/2022 0:00
20050318X00334 ,5/16/2022 0:00
20050404X00397 ,5/17/2022 0:00
20050314X00310 ,5/18/2022 0:00
20050317X00327 ,5/19/2022 0:00
20050310X00296 ,5/14/2022 0:00
20050311X00303 ,5/15/2022 0:00
20050315X00312 ,5/16/2022 0:00
20050312X00305 ,5/17/2022 0:00
20050312X00306 ,5/18/2022 0:00
20050311X00299 ,5/19/2022 0:00
20050314X00308 ,5/14/2022 0:00
20050315X00315 ,5/15/2022 0:00
20050308X00281 ,5/16/2022 0:00
20050504X00553 ,5/17/2022 0:00
20050310X00292 ,5/18/2022 0:00
20050915X01467 ,5/19/2022 0:00
20050404X00400 ,5/14/2022 0:00
20050405X00414 ,5/15/2022 0:00
20050411X00436 ,5/16/2022 0:00
20050411X00437 ,5/17/2022 0:00
20050316X00316 ,5/18/2022 0:00
20050315X00313 ,5/19/2022 0:00
20050413X00446 ,5/14/2022 0:00
20050408X00431 ,5/15/2022 0:00
20050310X00295 ,5/16/2022 0:00
20050311X00298 ,5/17/2022 0:00
20050405X00409 ,5/18/2022 0:00
20050307X00279 ,5/19/2022 0:00
20050406X00418 ,5/14/2022 0:00
20050401X00394 ,5/15/2022 0:00
20050401X00389 ,5/16/2022 0:00
20050323X00348 ,5/17/2022 0:00
20050309X00284 ,5/18/2022 0:00
20050318X00336 ,5/19/2022 0:00
20050323X00356 ,5/14/2022 0:00
20050309X00287 ,5/15/2022 0:00
20050310X00289 ,5/16/2022 0:00
20050401X00392 ,5/17/2022 0:00
20050307X00278 ,5/18/2022 0:00
20050311X00300 ,5/19/2022 0:00
20050414X00454 ,5/14/2022 0:00
20050303X00258 ,5/15/2022 0:00
20050304X00265 ,5/16/2022 0:00
20050310X00293 ,5/17/2022 0:00
20050314X00309 ,5/18/2022 0:00
20050404X00399 ,5/19/2022 0:00
20050304X00268 ,5/14/2022 0:00
20050404X00402 ,5/15/2022 0:00
20050328X00369 ,5/16/2022 0:00
20050328X00370 ,5/17/2022 0:00
20050310X00291 ,5/18/2022 0:00
20050304X00264 ,5/19/2022 0:00
20050303X00257 ,5/14/2022 0:00
20050304X00269 ,5/15/2022 0:00
20050328X00365 ,5/16/2022 0:00
20050309X00285 ,5/17/2022 0:00
20050302X00248 ,5/18/2022 0:00
20050224X00227 ,5/19/2022 0:00
20050225X00233 ,5/14/2022 0:00
20050225X00234 ,5/15/2022 0:00
20050302X00249 ,5/16/2022 0:00
20050311X00297 ,5/17/2022 0:00
20050406X00424 ,5/18/2022 0:00
20050307X00272 ,5/19/2022 0:00
20050302X00252 ,5/14/2022 0:00
20050315X00314 ,5/15/2022 0:00
20050404X00407 ,5/16/2022 0:00
20050329X00377 ,5/17/2022 0:00
20050309X00286 ,5/18/2022 0:00
20050302X00253 ,5/19/2022 0:00
20050228X00243 ,5/14/2022 0:00
20050307X00273 ,5/15/2022 0:00
20050301X00246 ,5/16/2022 0:00
20050224X00225 ,5/17/2022 0:00
20050224X00221 ,5/18/2022 0:00
20050222X00217 ,5/19/2022 0:00
20050310X00290 ,5/14/2022 0:00
20050304X00271 ,5/15/2022 0:00
20050222X00214 ,5/16/2022 0:00
20050218X00209 ,5/17/2022 0:00
20050224X00226 ,5/18/2022 0:00
20050228X00244 ,5/19/2022 0:00
20050304X00267 ,5/14/2022 0:00
20050321X00339 ,5/15/2022 0:00
20050301X00245 ,5/16/2022 0:00
20050319X00338 ,5/17/2022 0:00
20050216X00204 ,5/18/2022 0:00
20050217X00206 ,5/19/2022 0:00
20050303X00263 ,5/14/2022 0:00
20050224X00222 ,5/15/2022 0:00
20050223X00219 ,5/16/2022 0:00
20050314X00307 ,5/17/2022 0:00
20050228X00241 ,5/18/2022 0:00
20050319X00337 ,5/19/2022 0:00
20050316X00317 ,5/14/2022 0:00
20050226X00235 ,5/15/2022 0:00
20050318X00335 ,5/16/2022 0:00
20050228X00242 ,5/17/2022 0:00
20050303X00262 ,5/18/2022 0:00
20050324X00359 ,5/19/2022 0:00
20050926X01529 ,5/14/2022 0:00
20050310X00294 ,5/15/2022 0:00
20050218X00210 ,5/16/2022 0:00
20050224X00232 ,5/17/2022 0:00
20050228X00240 ,5/18/2022 0:00
20050302X00247 ,5/19/2022 0:00
20050321X00343 ,5/14/2022 0:00
20050224X00231 ,5/15/2022 0:00
20050211X00180 ,5/16/2022 0:00
20050216X00199 ,5/17/2022 0:00
20050309X00288 ,5/18/2022 0:00
20050307X00275 ,5/19/2022 0:00
20050222X00216 ,5/14/2022 0:00
20050216X00202 ,5/15/2022 0:00
20050215X00190 ,5/16/2022 0:00
20050216X00201 ,5/17/2022 0:00
20050222X00212 ,5/18/2022 0:00
20050222X00213 ,5/19/2022 0:00
20050215X00188 ,5/14/2022 0:00
20050209X00159 ,5/15/2022 0:00
20050211X00178 ,5/16/2022 0:00
20050302X00250 ,5/17/2022 0:00
20050223X00220 ,5/18/2022 0:00
20050302X00251 ,5/19/2022 0:00
20050222X00211 ,5/14/2022 0:00
20050209X00162 ,5/15/2022 0:00
20050208X00148 ,5/16/2022 0:00
20050210X00170 ,5/17/2022 0:00
20050218X00208 ,5/18/2022 0:00
20050312X00304 ,5/19/2022 0:00
20050513X00615 ,5/14/2022 0:00
20050302X00254 ,5/15/2022 0:00
20050217X00205 ,5/16/2022 0:00
20050304X00270 ,5/17/2022 0:00
20050210X00174 ,5/18/2022 0:00
20050215X00191 ,5/19/2022 0:00
20050204X00131 ,5/14/2022 0:00
20050207X00146 ,5/15/2022 0:00
20050207X00138 ,5/16/2022 0:00
20050208X00157 ,5/17/2022 0:00
20050207X00143 ,5/18/2022 0:00
20050302X00256 ,5/19/2022 0:00
20050503X00544 ,5/14/2022 0:00
20050228X00238 ,5/15/2022 0:00
20050302X00255 ,5/16/2022 0:00
20050329X00372 ,5/17/2022 0:00
20050222X00215 ,5/18/2022 0:00
20050207X00147 ,5/19/2022 0:00
20050208X00153 ,5/14/2022 0:00
20050323X00353 ,5/15/2022 0:00
20050208X00152 ,5/16/2022 0:00
20050228X00237 ,5/17/2022 0:00
20050211X00181 ,5/18/2022 0:00
20050401X00393 ,5/19/2022 0:00
20050211X00183 ,5/14/2022 0:00
20050207X00139 ,5/15/2022 0:00
20050204X00135 ,5/16/2022 0:00
20050209X00169 ,5/17/2022 0:00
20050207X00141 ,5/18/2022 0:00
20050303X00259 ,5/19/2022 0:00
20050308X00282 ,5/14/2022 0:00
20050303X00261 ,5/15/2022 0:00
20050209X00160 ,5/16/2022 0:00
20050208X00156 ,5/17/2022 0:00
20050210X00173 ,5/18/2022 0:00
20050228X00239 ,5/19/2022 0:00
20050211X00182 ,5/14/2022 0:00
20050207X00140 ,5/15/2022 0:00
20050203X00130 ,5/16/2022 0:00
20050201X00124 ,5/17/2022 0:00
20050208X00150 ,5/18/2022 0:00
20050215X00186 ,5/19/2022 0:00
20050224X00230 ,5/14/2022 0:00
20050226X00236 ,5/15/2022 0:00
20050126X00108 ,5/16/2022 0:00
20050215X00189 ,5/17/2022 0:00
20050216X00200 ,5/18/2022 0:00
20050317X00321 ,5/19/2022 0:00
20050328X00367 ,5/14/2022 0:00
20050307X00277 ,5/15/2022 0:00
20050209X00163 ,5/16/2022 0:00
20050208X00151 ,5/17/2022 0:00
20050126X00106 ,5/18/2022 0:00
20050126X00107 ,5/19/2022 0:00
20050207X00137 ,5/14/2022 0:00
20050125X00105 ,5/15/2022 0:00
20050125X00102 ,5/16/2022 0:00
20050215X00184 ,5/17/2022 0:00
20050224X00228 ,5/18/2022 0:00
20050215X00185 ,5/19/2022 0:00
20050216X00192 ,5/14/2022 0:00
20050216X00193 ,5/15/2022 0:00
20050215X00187 ,5/16/2022 0:00
20050211X00175 ,5/17/2022 0:00
20050131X00120 ,5/18/2022 0:00
20050314X00311 ,5/19/2022 0:00
20050211X00179 ,5/14/2022 0:00
20050224X00224 ,5/15/2022 0:00
20050203X00128 ,5/16/2022 0:00
20050124X00097 ,5/17/2022 0:00
20050126X00109 ,5/18/2022 0:00
20050124X00094 ,5/19/2022 0:00
20050412X00443 ,5/14/2022 0:00
20050120X00079 ,5/15/2022 0:00
20050203X00129 ,5/16/2022 0:00
20050119X00071 ,5/17/2022 0:00
20050224X00229 ,5/18/2022 0:00
20050216X00198 ,5/19/2022 0:00
20050201X00123 ,5/14/2022 0:00
20050124X00099 ,5/15/2022 0:00
20050124X00100 ,5/16/2022 0:00
20050131X00119 ,5/17/2022 0:00
20050124X00101 ,5/18/2022 0:00
20050125X00104 ,5/19/2022 0:00
20050118X00065 ,5/14/2022 0:00
20050119X00074 ,5/15/2022 0:00
20050209X00161 ,5/16/2022 0:00
20050222X00218 ,5/17/2022 0:00
20050308X00283 ,5/18/2022 0:00
20050124X00092 ,5/19/2022 0:00
20050120X00089 ,5/14/2022 0:00
20050121X00091 ,5/15/2022 0:00
20050127X00113 ,5/16/2022 0:00
20050120X00082 ,5/17/2022 0:00
20050201X00121 ,5/18/2022 0:00
20050118X00064 ,5/19/2022 0:00
20050113X00046 ,5/14/2022 0:00
20050119X00069 ,5/15/2022 0:00
20050117X00056 ,5/16/2022 0:00
20050118X00063 ,5/17/2022 0:00
20050118X00059 ,5/18/2022 0:00
20050120X00078 ,5/19/2022 0:00
20050120X00080 ,5/14/2022 0:00
20050128X00114 ,5/15/2022 0:00
20050125X00103 ,5/16/2022 0:00
20050207X00145 ,5/17/2022 0:00
20050127X00112 ,5/18/2022 0:00
20050323X00355 ,5/19/2022 0:00
20050127X00110 ,5/14/2022 0:00
20050201X00126 ,5/15/2022 0:00
20050216X00197 ,5/16/2022 0:00
20050307X00274 ,5/17/2022 0:00
20050120X00087 ,5/18/2022 0:00
20050120X00081 ,5/19/2022 0:00
20050118X00061 ,5/14/2022 0:00
20050217X00207 ,5/15/2022 0:00
20050120X00086 ,5/16/2022 0:00
20050113X00049 ,5/17/2022 0:00
20050111X00035 ,5/18/2022 0:00
20050216X00196 ,5/19/2022 0:00
20050209X00158 ,5/14/2022 0:00
20050124X00098 ,5/15/2022 0:00
20050119X00073 ,5/16/2022 0:00
20050120X00088 ,5/17/2022 0:00
20050204X00132 ,5/18/2022 0:00
20050111X00036 ,5/19/2022 0:00
20050208X00155 ,5/14/2022 0:00
20050726X01101 ,5/15/2022 0:00
20050124X00093 ,5/16/2022 0:00
20050201X00125 ,5/17/2022 0:00
20050118X00060 ,5/18/2022 0:00
20050106X00024 ,5/19/2022 0:00
20050216X00195 ,5/14/2022 0:00
20050127X00111 ,5/15/2022 0:00
20050106X00023 ,5/16/2022 0:00
20050106X00025 ,5/17/2022 0:00
20050111X00034 ,5/18/2022 0:00
20050119X00067 ,5/19/2022 0:00
20050119X00068 ,5/14/2022 0:00
20050111X00032 ,5/15/2022 0:00
20050106X00020 ,5/16/2022 0:00
20050106X00022 ,5/17/2022 0:00
20050128X00117 ,5/18/2022 0:00
20051223X02009 ,5/19/2022 0:00
20050114X00050 ,5/14/2022 0:00
20050107X00027 ,5/15/2022 0:00
20050111X00037 ,5/16/2022 0:00
20050105X00016 ,5/17/2022 0:00
20050119X00070 ,5/18/2022 0:00
20050128X00118 ,5/19/2022 0:00
20050201X00122 ,5/14/2022 0:00
20050104X00010 ,5/15/2022 0:00
20050106X00021 ,5/16/2022 0:00
20050103X00001 ,5/17/2022 0:00
20050103X00002 ,5/18/2022 0:00
20050104X00007 ,5/19/2022 0:00
20050114X00052 ,5/14/2022 0:00
20050105X00018 ,5/15/2022 0:00
20050104X00012 ,5/16/2022 0:00
20050105X00015 ,5/17/2022 0:00
20050216X00203 ,5/18/2022 0:00
20050216X00194 ,5/19/2022 0:00
20041228X02038 ,5/14/2022 0:00
20041229X02040 ,5/15/2022 0:00
20050601X00697 ,5/16/2022 0:00
20050120X00077 ,5/17/2022 0:00
20050204X00134 ,5/18/2022 0:00
20050317X00325 ,5/19/2022 0:00
20050114X00055 ,5/14/2022 0:00
20050103X00005 ,5/15/2022 0:00
20050128X00116 ,5/16/2022 0:00
20050121X00090 ,5/17/2022 0:00
20050114X00054 ,5/18/2022 0:00
20050112X00039 ,5/19/2022 0:00
20041223X02033 ,5/14/2022 0:00
20041223X02029 ,5/15/2022 0:00
20041223X02030 ,5/16/2022 0:00
20050111X00033 ,5/17/2022 0:00
20041222X02027 ,5/18/2022 0:00
20041227X02035 ,5/19/2022 0:00
20041221X02019 ,5/14/2022 0:00
20050120X00085 ,5/15/2022 0:00
20050317X00326 ,5/16/2022 0:00
20060303X00264 ,5/17/2022 0:00
20041221X02014 ,5/18/2022 0:00
20041222X02026 ,5/19/2022 0:00
20050114X00053 ,5/14/2022 0:00
20050112X00038 ,5/15/2022 0:00
20041221X02018 ,5/16/2022 0:00
20041222X02025 ,5/17/2022 0:00
20041222X02028 ,5/18/2022 0:00
20050104X00008 ,5/19/2022 0:00
20050209X00168 ,5/14/2022 0:00
20050119X00076 ,5/15/2022 0:00
20050204X00133 ,5/16/2022 0:00
20041221X02015 ,5/17/2022 0:00
20050112X00043 ,5/18/2022 0:00
20050118X00058 ,5/19/2022 0:00
20050518X00628 ,5/14/2022 0:00
20050105X00017 ,5/15/2022 0:00
20041216X01999 ,5/16/2022 0:00
20041217X02006 ,5/17/2022 0:00
20041220X02007 ,5/18/2022 0:00
20060316X00314 ,5/19/2022 0:00
20041231X02043 ,5/14/2022 0:00
20050114X00051 ,5/15/2022 0:00
20050112X00044 ,5/16/2022 0:00
20041213X01973 ,5/17/2022 0:00
20041215X01994 ,5/18/2022 0:00
20041217X02003 ,5/19/2022 0:00
20041217X02004 ,5/14/2022 0:00
20041215X01992 ,5/15/2022 0:00
20041221X02013 ,5/16/2022 0:00
20050103X00003 ,5/17/2022 0:00
20050120X00084 ,5/18/2022 0:00
20050120X00083 ,5/19/2022 0:00
20041227X02034 ,5/14/2022 0:00
20050104X00009 ,5/15/2022 0:00
20041230X02041 ,5/16/2022 0:00
20041214X01986 ,5/17/2022 0:00
20041215X01993 ,5/18/2022 0:00
20041216X01998 ,5/19/2022 0:00
20041213X01979 ,5/14/2022 0:00
20041214X01982 ,5/15/2022 0:00
20050104X00013 ,5/16/2022 0:00
20050104X00014 ,5/17/2022 0:00
20050103X00006 ,5/18/2022 0:00
20041217X02005 ,5/19/2022 0:00
20041214X01985 ,5/14/2022 0:00
20041216X01995 ,5/15/2022 0:00
20041209X01963 ,5/16/2022 0:00
20041210X01965 ,5/17/2022 0:00
20050103X00004 ,5/18/2022 0:00
20041208X01948 ,5/19/2022 0:00
20041208X01942 ,5/14/2022 0:00
20041210X01966 ,5/15/2022 0:00
20041213X01972 ,5/16/2022 0:00
20041214X01984 ,5/17/2022 0:00
20041220X02010 ,5/18/2022 0:00
20041209X01964 ,5/19/2022 0:00
20041220X02012 ,5/14/2022 0:00
20050128X00115 ,5/15/2022 0:00
20050113X00048 ,5/16/2022 0:00
20041222X02024 ,5/17/2022 0:00
20041208X01940 ,5/18/2022 0:00
20050107X00029 ,5/19/2022 0:00
20041208X01934 ,5/14/2022 0:00
20041208X01947 ,5/15/2022 0:00
20041230X02042 ,5/16/2022 0:00
20041220X02008 ,5/17/2022 0:00
20041222X02020 ,5/18/2022 0:00
20041207X01930 ,5/19/2022 0:00
20041207X01932 ,5/14/2022 0:00
20041208X01951 ,5/15/2022 0:00
20041202X01903 ,5/16/2022 0:00
20041216X02000 ,5/17/2022 0:00
20041209X01961 ,5/18/2022 0:00
20041214X01987 ,5/19/2022 0:00
20050104X00011 ,5/14/2022 0:00
20050124X00096 ,5/15/2022 0:00
20041213X01971 ,5/16/2022 0:00
20041208X01952 ,5/17/2022 0:00
20041220X02011 ,5/18/2022 0:00
20041206X01928 ,5/19/2022 0:00
20041209X01960 ,5/14/2022 0:00
20041130X01886 ,5/15/2022 0:00
20041216X01997 ,5/16/2022 0:00
20041203X01919 ,5/17/2022 0:00
20041201X01900 ,5/18/2022 0:00
20041130X01891 ,5/19/2022 0:00
20041201X01895 ,5/14/2022 0:00
20041207X01933 ,5/15/2022 0:00
20041213X01977 ,5/16/2022 0:00
20041222X02022 ,5/17/2022 0:00
20041213X01969 ,5/18/2022 0:00
20041210X01967 ,5/19/2022 0:00
20041214X01981 ,5/14/2022 0:00
20041229X02039 ,5/15/2022 0:00
20041222X02023 ,5/16/2022 0:00
20041203X01916 ,5/17/2022 0:00
20041201X01897 ,5/18/2022 0:00
20041202X01906 ,5/19/2022 0:00
20041223X02031 ,5/14/2022 0:00
20041213X01976 ,5/15/2022 0:00
20041210X01968 ,5/16/2022 0:00
20041130X01892 ,5/17/2022 0:00
20041203X01917 ,5/18/2022 0:00
20041208X01949 ,5/19/2022 0:00
20041213X01975 ,5/14/2022 0:00
20041220X02009 ,5/15/2022 0:00
20041130X01887 ,5/16/2022 0:00
20041130X01881 ,5/17/2022 0:00
20041228X02036 ,5/18/2022 0:00
20041217X02002 ,5/19/2022 0:00
20050111X00031 ,5/14/2022 0:00
20041214X01983 ,5/15/2022 0:00
20041203X01925 ,5/16/2022 0:00
20041209X01959 ,5/17/2022 0:00
20041122X01849 ,5/18/2022 0:00
20041201X01896 ,5/19/2022 0:00
20041124X01865 ,5/14/2022 0:00
20041213X01978 ,5/15/2022 0:00
20041221X02017 ,5/16/2022 0:00
20041217X02001 ,5/17/2022 0:00
20041223X02032 ,5/18/2022 0:00
20041123X01857 ,5/19/2022 0:00
20041122X01847 ,5/14/2022 0:00
20041129X01876 ,5/15/2022 0:00
20050202X00127 ,5/16/2022 0:00
20041222X02021 ,5/17/2022 0:00
20041123X01856 ,5/18/2022 0:00
20041129X01872 ,5/19/2022 0:00
20041221X02016 ,5/14/2022 0:00
20041123X01858 ,5/15/2022 0:00
20041123X01864 ,5/16/2022 0:00
20041124X01866 ,5/17/2022 0:00
20050119X00072 ,5/18/2022 0:00
20041124X01869 ,5/19/2022 0:00
20041208X01938 ,5/14/2022 0:00
20041213X01970 ,5/15/2022 0:00
20041123X01859 ,5/16/2022 0:00
20041119X01845 ,5/17/2022 0:00
20041205X01926 ,5/18/2022 0:00
20041116X01819 ,5/19/2022 0:00
20041203X01915 ,5/14/2022 0:00
20041119X01842 ,5/15/2022 0:00
20041118X01838 ,5/16/2022 0:00
20041118X01839 ,5/17/2022 0:00
20041122X01851 ,5/18/2022 0:00
20041201X01899 ,5/19/2022 0:00
20041203X01924 ,5/14/2022 0:00
20041203X01911 ,5/15/2022 0:00
20041124X01868 ,5/16/2022 0:00
20041124X01867 ,5/17/2022 0:00
20041130X01883 ,5/18/2022 0:00
20041201X01898 ,5/19/2022 0:00
20041122X01848 ,5/14/2022 0:00
20041118X01835 ,5/15/2022 0:00
20041130X01882 ,5/16/2022 0:00
20041123X01854 ,5/17/2022 0:00
20041119X01844 ,5/18/2022 0:00
20041123X01863 ,5/19/2022 0:00
20050119X00075 ,5/14/2022 0:00
20050118X00062 ,5/15/2022 0:00
20041110X01808 ,5/16/2022 0:00
20041130X01889 ,5/17/2022 0:00
20041115X01816 ,5/18/2022 0:00
20041123X01853 ,5/19/2022 0:00
20041112X01809 ,5/14/2022 0:00
20041206X01927 ,5/15/2022 0:00
20041208X01943 ,5/16/2022 0:00
20041209X01954 ,5/17/2022 0:00
20041209X01957 ,5/18/2022 0:00
20041118X01840 ,5/19/2022 0:00
20041203X01918 ,5/14/2022 0:00
20041203X01914 ,5/15/2022 0:00
20041206X01929 ,5/16/2022 0:00
20041203X01909 ,5/17/2022 0:00
20041202X01902 ,5/18/2022 0:00
20041123X01852 ,5/19/2022 0:00
20041118X01837 ,5/14/2022 0:00
20041116X01821 ,5/15/2022 0:00
20041109X01792 ,5/16/2022 0:00
20041110X01797 ,5/17/2022 0:00
20041208X01939 ,5/18/2022 0:00
20041108X01777 ,5/19/2022 0:00
20041108X01778 ,5/14/2022 0:00
20041203X01922 ,5/15/2022 0:00
20041203X01920 ,5/16/2022 0:00
20041213X01974 ,5/17/2022 0:00
20050106X00019 ,5/18/2022 0:00
20041209X01955 ,5/19/2022 0:00
20041228X02037 ,5/14/2022 0:00
20041209X01956 ,5/15/2022 0:00
20041116X01823 ,5/16/2022 0:00
20041110X01801 ,5/17/2022 0:00
20041110X01799 ,5/18/2022 0:00
20041108X01784 ,5/19/2022 0:00
20041129X01874 ,5/14/2022 0:00
20041203X01921 ,5/15/2022 0:00
20041203X01913 ,5/16/2022 0:00
20041104X01758 ,5/17/2022 0:00
20041105X01763 ,5/18/2022 0:00
20041105X01765 ,5/19/2022 0:00
20041202X01905 ,5/14/2022 0:00
20041104X01755 ,5/15/2022 0:00
20041116X01822 ,5/16/2022 0:00
20041103X01749 ,5/17/2022 0:00
20041202X01904 ,5/18/2022 0:00
20041102X01735 ,5/19/2022 0:00
20041129X01875 ,5/14/2022 0:00
20041208X01944 ,5/15/2022 0:00
20041215X01988 ,5/16/2022 0:00
20041215X01989 ,5/17/2022 0:00
20041105X01762 ,5/18/2022 0:00
20041110X01796 ,5/19/2022 0:00
20041201X01893 ,5/14/2022 0:00
20041208X01950 ,5/15/2022 0:00
20041103X01745 ,5/16/2022 0:00
20041110X01800 ,5/17/2022 0:00
20041103X01747 ,5/18/2022 0:00
20041116X01818 ,5/19/2022 0:00
20041216X01996 ,5/14/2022 0:00
20041201X01901 ,5/15/2022 0:00
20041203X01912 ,5/16/2022 0:00
20041130X01880 ,5/17/2022 0:00
20041203X01923 ,5/18/2022 0:00
20041109X01789 ,5/19/2022 0:00
20041110X01798 ,5/14/2022 0:00
20041029X01726 ,5/15/2022 0:00
20041102X01743 ,5/16/2022 0:00
20041102X01736 ,5/17/2022 0:00
20041101X01730 ,5/18/2022 0:00
20041108X01781 ,5/19/2022 0:00
20041109X01790 ,5/14/2022 0:00
20041130X01885 ,5/15/2022 0:00
20041129X01871 ,5/16/2022 0:00
20041108X01783 ,5/17/2022 0:00
20041108X01779 ,5/18/2022 0:00
20041108X01780 ,5/19/2022 0:00
20041102X01733 ,5/14/2022 0:00
20041102X01740 ,5/15/2022 0:00
20041102X01741 ,5/16/2022 0:00
20041102X01742 ,5/17/2022 0:00
20041101X01731 ,5/18/2022 0:00
20041105X01769 ,5/19/2022 0:00
20041116X01830 ,5/14/2022 0:00
20041027X01709 ,5/15/2022 0:00
20041129X01878 ,5/16/2022 0:00
20041118X01841 ,5/17/2022 0:00
20041203X01910 ,5/18/2022 0:00
20041116X01827 ,5/19/2022 0:00
20041130X01888 ,5/14/2022 0:00
20041028X01721 ,5/15/2022 0:00
20041027X01708 ,5/16/2022 0:00
20041103X01748 ,5/17/2022 0:00
20041104X01760 ,5/18/2022 0:00
20041105X01768 ,5/19/2022 0:00
20041029X01725 ,5/14/2022 0:00
20041103X01750 ,5/15/2022 0:00
20041103X01751 ,5/16/2022 0:00
20041028X01712 ,5/17/2022 0:00
20041026X01698 ,5/18/2022 0:00
20041027X01699 ,5/19/2022 0:00
20041109X01793 ,5/14/2022 0:00
20041026X01694 ,5/15/2022 0:00
20041103X01746 ,5/16/2022 0:00
20041027X01705 ,5/17/2022 0:00
20041027X01706 ,5/18/2022 0:00
20041027X01707 ,5/19/2022 0:00
20041103X01752 ,5/14/2022 0:00
20041101X01729 ,5/15/2022 0:00
20041101X01732 ,5/16/2022 0:00
20041025X01691 ,5/17/2022 0:00
20041028X01714 ,5/18/2022 0:00
20041116X01820 ,5/19/2022 0:00
20041020X01661 ,5/14/2022 0:00
20041102X01734 ,5/15/2022 0:00
20041029X01724 ,5/16/2022 0:00
20041020X01659 ,5/17/2022 0:00
20041115X01812 ,5/18/2022 0:00
20041115X01813 ,5/19/2022 0:00
20041123X01855 ,5/14/2022 0:00
20041022X01682 ,5/15/2022 0:00
20041101X01728 ,5/16/2022 0:00
20050801X01133 ,5/17/2022 0:00
20080506X00601 ,5/18/2022 0:00
20041115X01815 ,5/19/2022 0:00
20041115X01817 ,5/14/2022 0:00
20041028X01719 ,5/15/2022 0:00
20041026X01697 ,5/16/2022 0:00
20041021X01669 ,5/17/2022 0:00
20041030X01727 ,5/18/2022 0:00
20041201X01894 ,5/19/2022 0:00
20041022X01687 ,5/14/2022 0:00
20041109X01795 ,5/15/2022 0:00
20050411X00435 ,5/16/2022 0:00
20041019X01649 ,5/17/2022 0:00
20041115X01811 ,5/18/2022 0:00
20041022X01685 ,5/19/2022 0:00
20041129X01877 ,5/14/2022 0:00
20041215X01990 ,5/15/2022 0:00
20041028X01720 ,5/16/2022 0:00
20041105X01771 ,5/17/2022 0:00
20041110X01803 ,5/18/2022 0:00
20041021X01670 ,5/19/2022 0:00
20041019X01656 ,5/14/2022 0:00
20041021X01668 ,5/15/2022 0:00
20041104X01756 ,5/16/2022 0:00
20041118X01834 ,5/17/2022 0:00
20041021X01673 ,5/18/2022 0:00
20041019X01651 ,5/19/2022 0:00
20041123X01862 ,5/14/2022 0:00
20041015X01633 ,5/15/2022 0:00
20041116X01824 ,5/16/2022 0:00
20041020X01662 ,5/17/2022 0:00
