AccidentNumber,Date,WeatherCondition,InjurySeverity,AircraftDamage,LocationID
 DEN05LA022 , 10/29/2004 , VMC , Non-Fatal , Substantial ,104675
 ANC05CA013 , 10/29/2004 , VMC , Non-Fatal , Substantial ,58452
 LAX05CA019 , 10/29/2004 , VMC , Non-Fatal , Substantial ,13255
 LAX05CA024 , 10/28/2004 , VMC , Non-Fatal , Substantial ,17047
 ATL05CA016 , 10/28/2004 , VMC , Non-Fatal , Substantial ,88248
 DEN05CA016 , 10/28/2004 , VMC , Non-Fatal , Substantial ,20062
 MIA05WA026 , 10/28/2004 , VMC , Non-Fatal , Substantial ,113655
 MIA05LA019 , 10/28/2004 , VMC , Non-Fatal , Substantial ,3513
 CHI05LA019 , 10/28/2004 , IMC , Non-Fatal , Substantial ,14376
 DFW05LA012 , 10/28/2004 , VMC , Fatal(1) , Destroyed ,105252
 ATL05FA013 , 10/27/2004 , IMC , Fatal(4) , Substantial ,91963
 MIA05LA016 , 10/27/2004 , IMC , Non-Fatal , Destroyed ,126075
 IAD05LA008 , 10/27/2004 , VMC , Fatal(1) , Substantial ,110321
 NYC05LA013 , 10/27/2004 , VMC , Non-Fatal , Substantial ,34400
 DFW05CA024 , 10/27/2004 , VMC , Non-Fatal , Substantial ,65206
 NYC05LA009 , 10/26/2004 , VMC , Non-Fatal , Substantial ,18564
 MIA05LA015 , 10/26/2004 , VMC , Non-Fatal , Substantial ,124117
 NYC05LA010 , 10/26/2004 , VMC , Non-Fatal , Substantial ,67134
 IAD05LA007 , 10/26/2004 , VMC , Fatal(1) , Destroyed ,52426
 ATL05LA012 , 10/26/2004 , VMC , Non-Fatal , Substantial ,54108
 CHI05LA018 , 10/26/2004 , VMC , Non-Fatal , Substantial ,67174
 CHI05FA016 , 10/26/2004 , VMC , Fatal(2) , Destroyed ,1354
 CHI05FA017 , 10/26/2004 , VMC , Fatal(2) , Substantial ,125459
 ATL05FA011 , 10/25/2004 , IMC , Fatal(1) , Destroyed ,109237
 MIA05LA013 , 10/25/2004 , VMC , Non-Fatal , Substantial ,113167
 LAX05TA018 , 10/25/2004 , VMC , Non-Fatal , Destroyed ,26031
 DFW05LA010 , 10/25/2004 , VMC , Non-Fatal ,  ,61181
 DFW05CA011 , 10/25/2004 , IMC , Non-Fatal , Substantial ,58319
 LAX05CA017 , 10/25/2004 , VMC , Non-Fatal , Substantial ,82114
 LAX05CA016 , 10/25/2004 , VMC , Non-Fatal , Substantial ,30464
 DEN05CA015 , 10/25/2004 , IMC , Non-Fatal , Substantial ,128024
 SEA05WA018 , 10/24/2004 , VMC , Non-Fatal , Substantial ,84345
 CHI05LA014 , 10/24/2004 , VMC , Fatal(1) , Destroyed ,60416
 CHI05LA015 , 10/24/2004 , VMC , Fatal(1) , Destroyed ,122005
 LAX05FA015 , 10/24/2004 , VMC , Fatal(5) , Destroyed ,50833
 IAD05MA006 , 10/24/2004 , IMC , Fatal(10) , Destroyed ,68621
 MIA05LA012 , 10/24/2004 , VMC , Non-Fatal , Substantial ,72811
 ATL05FA008 , 10/23/2004 , IMC , Fatal(1) , Substantial ,125845
 LAX05LA014 , 10/23/2004 , VMC , Fatal(1) , Destroyed ,31028
 LAX05LA013 , 10/23/2004 , VMC , Non-Fatal , Substantial ,95249
 ATL05LA009 , 10/23/2004 , VMC , Fatal(2) , Substantial ,114708
 SEA05LA011 , 10/23/2004 , VMC , Non-Fatal , Substantial ,94362
 DEN05LA013 , 10/23/2004 , VMC , Non-Fatal , Substantial ,7745
 NYC05CA011 , 10/23/2004 , VMC , Non-Fatal , Substantial ,117328
 SEA05WA012 , 10/22/2004 ,  , Fatal(1) , Substantial ,19995
 MIA05WA010 , 10/22/2004 , VMC , Non-Fatal , Substantial ,121091
 MIA05LA011 , 10/21/2004 , VMC , Non-Fatal , Destroyed ,3753
 DEN05FA012 , 10/21/2004 , IMC , Fatal(2) , Destroyed ,54736
 CHI05LA013 , 10/21/2004 , VMC , Non-Fatal , Substantial ,50884
 LAX05LA012 , 10/21/2004 , VMC , Non-Fatal , Substantial ,60867
 ATL05LA007 , 10/21/2004 , VMC , Non-Fatal , Substantial ,106564
 CHI05LA012 , 10/20/2004 , IMC , Fatal(1) , Destroyed ,90608
 MIA05FA008 , 10/20/2004 , IMC , Fatal(3) , Destroyed ,33608
 CHI05MA011 , 10/20/2004 , VMC , Non-Fatal , Substantial ,113225
 ATL05CA015 , 10/20/2004 , VMC , Non-Fatal , Substantial ,97439
 SEA05LA001 , 10/19/2004 , VMC , Non-Fatal , Substantial ,3766
 DCA05WA001 , 10/19/2004 ,  , Incident ,  ,112330
 WAS05WA001 , 10/19/2004 , VMC , Non-Fatal , Substantial ,84630
 DCA05MA004 , 10/19/2004 , IMC , Fatal(13) , Destroyed ,71661
 MIA05CA009 , 10/19/2004 , VMC , Non-Fatal , Substantial ,43865
 MIA05CA014 , 10/19/2004 , VMC , Non-Fatal , Substantial ,80130
 CHI05CA010 , 10/19/2004 , IMC , Non-Fatal , Substantial ,2030
 DFW05LA009 , 10/19/2004 , VMC , Non-Fatal , Substantial ,83762
 ATL05FA010 , 10/19/2004 , IMC , Fatal(2) , Substantial ,65370
 SEA05LA133 , 10/19/2004 , IMC , Fatal(2) , Destroyed ,15418
 ENG05RA001 , 10/18/2004 ,  , Incident , Minor ,121606
 ATL05CA006 , 10/17/2004 , VMC , Non-Fatal , Substantial ,11922
 ATL05CA004 , 10/17/2004 , VMC , Non-Fatal , Substantial ,13437
 CHI05CA006 , 10/17/2004 , VMC , Non-Fatal , Substantial ,5639
 LAX05FA011 , 10/17/2004 , VMC , Fatal(1) , Destroyed ,115010
 ANC05LA009 , 10/17/2004 , VMC , Non-Fatal , Substantial ,1623
 NYC05FA006 , 10/17/2004 , VMC , Fatal(1) , Destroyed ,81493
 LAX05LA010 , 10/17/2004 , VMC , Non-Fatal , Substantial ,52944
 SEA05LA009 , 10/17/2004 , VMC , Non-Fatal , Substantial ,19907
 SEA05LA010 , 10/17/2004 , IMC , Non-Fatal , Substantial ,126622
 ATL05LA005 , 10/17/2004 , VMC , Non-Fatal , Substantial ,20799
 DFW05LA007 , 10/16/2004 , VMC , Non-Fatal , Substantial ,71649
 MIA05CA006 , 10/16/2004 , VMC , Non-Fatal , Destroyed ,24226
 CHI05CA007 , 10/16/2004 , VMC , Non-Fatal , Substantial ,110924
 DFW05CA006 , 10/16/2004 , VMC , Non-Fatal , Substantial ,93332
 ANC05CA007 , 10/15/2004 , VMC , Non-Fatal , Substantial ,111781
 DFW05CA008 , 10/15/2004 , VMC , Non-Fatal , Substantial ,101064
 NYC05CA007 , 10/15/2004 , VMC , Non-Fatal , Substantial ,6430
 MIA05WA007 , 10/15/2004 , IMC , Fatal(3) , Destroyed ,4690
 ANC05FA008 , 10/15/2004 , IMC , Fatal(1) , Destroyed ,87357
 LAX05LA009 , 10/15/2004 , VMC , Fatal(1) , Substantial ,124466
 LAX05LA007 , 10/15/2004 , VMC , Fatal(1) , Substantial ,43388
 LAX05TA008 , 10/15/2004 , VMC , Non-Fatal , Substantial ,128027
 IAD05LA005 , 10/15/2004 , IMC , Non-Fatal , Substantial ,50780
 CHI05LA004 , 10/14/2004 , VMC , Fatal(1) , Destroyed ,29472
 SEA05LA006 , 10/14/2004 , VMC , Fatal(1) , Destroyed ,2887
 IAD05IA004 , 10/14/2004 , VMC , Incident ,  ,53409
 DCA05MA003 , 10/14/2004 ,  , Fatal(2) , Destroyed ,25474
 ATL05CA003 , 10/14/2004 , VMC , Non-Fatal , Substantial ,106958
 SEA05FA007 , 10/14/2004 , VMC , Fatal(3) , Destroyed ,105881
 LAX05CA006 , 10/14/2004 , VMC , Non-Fatal , Substantial ,71151
 DCA05RA002 , 10/14/2004 ,  , Fatal(7) , Destroyed ,101309
 MIA05WA004 , 10/13/2004 , VMC , Non-Fatal , Destroyed ,21694
 DFW05CA005 , 10/13/2004 , VMC , Non-Fatal , Substantial ,83814
 DFW05CA003 , 10/13/2004 , VMC , Non-Fatal , Substantial ,69548
 ANC05LA006 , 10/13/2004 , VMC , Non-Fatal , Substantial ,60344
 DEN05FA011 , 10/13/2004 , IMC , Fatal(1) , Destroyed ,79325
 SEA05LA005 , 10/13/2004 , VMC , Non-Fatal , Substantial ,33230
 IAD05LA003 , 10/12/2004 , VMC , Non-Fatal , Substantial ,98131
 ANC05LA010 , 10/12/2004 , VMC , Non-Fatal , Substantial ,129505
 MIA05LA003 , 10/12/2004 , VMC , Non-Fatal , Substantial ,44013
 LAX05CA005 , 10/12/2004 , VMC , Non-Fatal , Substantial ,92246
 ANC05CA005 , 10/11/2004 , VMC , Non-Fatal , Substantial ,94697
 DCA05WA014 , 10/11/2004 ,  , Incident , Minor ,35863
 NYC05FA005 , 10/11/2004 , VMC , Fatal(2) , Substantial ,121859
 NYC05LA002A , 10/10/2004 , VMC , Non-Fatal , Substantial ,89719
 NYC05LA002B , 10/10/2004 , VMC , Non-Fatal , Substantial ,56832
 NYC05FA001 , 10/10/2004 , VMC , Fatal(2) , Substantial ,127618
 ANC05CA004 , 10/10/2004 , VMC , Non-Fatal , Substantial ,117162
 DEN05CA010 , 10/10/2004 , VMC , Non-Fatal ,  ,101952
 DEN05CA006 , 10/10/2004 , VMC , Non-Fatal , Destroyed ,21847
 NYC05CA008 , 10/10/2004 , VMC , Non-Fatal , Substantial ,74910
 DFW05CA001 , 10/09/2004 , IMC , Non-Fatal , Substantial ,51025
 NYC05CA003 , 10/09/2004 , VMC , Non-Fatal , Substantial ,95562
 NYC05CA004 , 10/09/2004 , VMC , Non-Fatal , Substantial ,100476
 DFW05CA002 , 10/09/2004 , IMC , Non-Fatal , Destroyed ,126492
 ATL05CA002 , 10/09/2004 , VMC , Non-Fatal ,  ,71343
 CHI05CA005 , 10/09/2004 , VMC , Non-Fatal , Substantial ,94937
 DEN05CA009 , 10/09/2004 , VMC , Non-Fatal ,  ,7687
 ANC05LA003 , 10/09/2004 , VMC , Non-Fatal , Substantial ,45479
 CHI05WA008 , 10/09/2004 , IMC , Fatal(4) , Substantial ,19848
 DEN05LA008 , 10/09/2004 , VMC , Non-Fatal , Substantial ,94266
 SEA05FA004 , 10/08/2004 , VMC , Non-Fatal , Substantial ,73323
 ANC05IA002 , 10/08/2004 , VMC , Incident , Minor ,118112
 DFW05CA004 , 10/08/2004 , VMC , Non-Fatal , Substantial ,77322
 CHI05CA003 , 10/08/2004 , VMC , Non-Fatal , Substantial ,124567
 DEN05CA007 , 10/08/2004 , VMC , Non-Fatal , Substantial ,76557
 ANC05LA001 , 10/07/2004 , VMC , Non-Fatal , Substantial ,35250
 DEN05LA005 , 10/07/2004 , VMC , Non-Fatal , Substantial ,2532
 IAD05LA002 , 10/07/2004 , VMC , Non-Fatal , Substantial ,31455
 LAX05CA004 , 10/06/2004 , VMC , Non-Fatal , Substantial ,92007
 LAX05CA003 , 10/04/2004 , VMC , Non-Fatal , Substantial ,101749
 FTW05CA002 , 10/04/2004 , VMC , Non-Fatal , Destroyed ,65530
 FTW05CA001 , 10/03/2004 , VMC , Non-Fatal , Substantial ,21985
 CHI05CA001 , 10/03/2004 , VMC , Non-Fatal , Destroyed ,25409
 CHI05CA002 , 10/03/2004 , VMC , Non-Fatal , Substantial ,107825
 DEN05LA004 , 10/03/2004 , VMC , Non-Fatal , Destroyed ,26359
 MIA05WA005 , 10/03/2004 , VMC , Fatal(1) , Destroyed ,47181
 FTW05LA003 , 10/03/2004 , VMC , Non-Fatal , Substantial ,77700
 DEN05FA003 , 10/03/2004 , VMC , Fatal(1) , Destroyed ,46402
 IAD05LA001 , 10/02/2004 , VMC , Non-Fatal , Substantial ,58676
 DEN05FA002 , 10/02/2004 , VMC , Fatal(1) , Destroyed ,12739
 LAX05LA002 , 10/02/2004 , VMC , Non-Fatal , Substantial ,54395
 ATL05LA001 , 10/02/2004 , VMC , Non-Fatal , Substantial ,106887
 MIA05CA002 , 10/02/2004 , VMC , Non-Fatal , Substantial ,129405
 SEA05LA008 , 10/02/2004 , VMC , Non-Fatal , Substantial ,72875
 SEA05LA002 , 10/02/2004 , VMC , Non-Fatal , Substantial ,127318
 MIA05LA001 , 10/01/2004 , VMC , Non-Fatal , Substantial ,46822
 LAX05CA001 , 10/01/2004 , VMC , Non-Fatal , Substantial ,31563
 SEA05CA003 , 10/01/2004 , VMC , Non-Fatal , Substantial ,101509
 DEN05CA001 , 10/01/2004 , VMC , Non-Fatal , Substantial ,39172
 ATL04CA197 , 09/30/2004 , VMC , Non-Fatal , Substantial ,123129
 DEN04LA150 , 09/30/2004 , VMC , Non-Fatal , Substantial ,12486
 CHI04FA290 , 09/30/2004 , VMC , Fatal(3) , Destroyed ,13073
 CHI04LA292 , 09/30/2004 , VMC , Non-Fatal , Substantial ,72355
 CHI04LA285 , 09/29/2004 , VMC , Non-Fatal , Substantial ,17228
 NYC04FA220 , 09/29/2004 , VMC , Fatal(1) , Substantial ,28775
 MIA04LA132 , 09/29/2004 , VMC , Non-Fatal , Destroyed ,69612
 MIA04LA134 , 09/29/2004 , VMC , Non-Fatal ,  ,9873
 ATL04CA196 , 09/29/2004 , VMC , Non-Fatal , Substantial ,15919
 CHI04CA289 , 09/29/2004 , VMC , Non-Fatal , Substantial ,127345
 ATL04LA195 , 09/29/2004 , VMC , Fatal(2) , Destroyed ,5492
 MIA04LA133 , 09/29/2004 , IMC , Fatal(1) , Destroyed ,109417
 CHI04CA286 , 09/29/2004 , VMC , Non-Fatal , Substantial ,97540
 CHI04LA298 , 09/29/2004 , VMC , Non-Fatal , Substantial ,86043
 FTW04CA245 , 09/28/2004 , VMC , Non-Fatal , Substantial ,121555
 FTW04CA246 , 09/28/2004 , VMC , Non-Fatal , Substantial ,61251
 LAX04CA332 , 09/28/2004 , VMC , Non-Fatal , Substantial ,58690
 ANC04CA119 , 09/28/2004 , VMC , Non-Fatal , Substantial ,39101
 DFW05CA021 , 09/27/2004 , VMC , Non-Fatal , Substantial ,97996
 SEA04CA194 , 09/27/2004 , VMC , Non-Fatal , Substantial ,14381
 ANC04CA116 , 09/27/2004 , VMC , Non-Fatal , Substantial ,114727
 CHI04FA284 , 09/27/2004 , IMC , Fatal(1) , Destroyed ,127191
 CHI04LA280 , 09/27/2004 , VMC , Non-Fatal , Substantial ,93376
 DEN04LA149 , 09/27/2004 , VMC , Non-Fatal , Substantial ,10135
 DEN04LA148 , 09/26/2004 , VMC , Non-Fatal , Substantial ,51190
 CHI04CA288 , 09/26/2004 , VMC , Non-Fatal , Substantial ,57743
 NYC04LA218 , 09/26/2004 , VMC , Non-Fatal , Substantial ,115343
 ANC04IA115 , 09/26/2004 , VMC , Incident ,  ,92460
 NYC04LA217 , 09/25/2004 , VMC , Fatal(1) , Minor ,115151
 MIA04LA129 , 09/25/2004 , VMC , Non-Fatal , Substantial ,21656
 LAX04FA330 , 09/25/2004 , VMC , Non-Fatal , Destroyed ,16562
 CHI04CA287 , 09/25/2004 , VMC , Non-Fatal , Substantial ,108616
 CHI04CA291 , 09/25/2004 , VMC , Non-Fatal , Substantial ,107097
 ATL04CA193 , 09/25/2004 , VMC , Non-Fatal , Substantial ,50925
 DFW05WA014 , 09/25/2004 , VMC , Fatal(2) , Substantial ,101577
 CHI04LA279 , 09/25/2004 , VMC , Non-Fatal , Substantial ,90493
 LAX04LA331 , 09/25/2004 , VMC , Non-Fatal , Substantial ,93894
 ANC04LA120 , 09/25/2004 , VMC , Non-Fatal , Substantial ,42422
 NYC04LA219 , 09/24/2004 , VMC , Non-Fatal , Substantial ,119870
 LAX04FA329 , 09/24/2004 , VMC , Fatal(5) , Destroyed ,3007
 ATL04WA194 , 09/24/2004 , VMC , Fatal(3) , Destroyed ,62034
 NYC04CA216 , 09/24/2004 , VMC , Non-Fatal , Substantial ,97054
 ANC04CA114 , 09/24/2004 , VMC , Non-Fatal , Substantial ,108636
 SEA04CA193 , 09/23/2004 , VMC , Non-Fatal , Substantial ,21122
 FTW04CA240 , 09/23/2004 , VMC , Non-Fatal , Substantial ,68225
 FTW04FA243 , 09/23/2004 , VMC , Fatal(2) , Destroyed ,45433
 CHI04WA277 , 09/23/2004 ,  , Fatal(1) , Destroyed ,20661
 CHI04LA278 , 09/23/2004 , VMC , Non-Fatal , Substantial ,58142
 MIA04FA128 , 09/23/2004 , VMC , Fatal(4) , Destroyed ,26824
 ANC04LA113 , 09/23/2004 , VMC , Non-Fatal , Substantial ,57336
 IAD04LA048 , 09/22/2004 , VMC , Non-Fatal , Substantial ,8090
 LAX04LA328 , 09/22/2004 , VMC , Non-Fatal , Substantial ,52743
 DEN04LA147 , 09/22/2004 , VMC , Non-Fatal , Substantial ,116983
 CHI04CA281 , 09/22/2004 , VMC , Non-Fatal , Substantial ,16419
 ATL04CA191 , 09/22/2004 , VMC , Non-Fatal , Substantial ,4490
 FTW04CA242 , 09/21/2004 , VMC , Non-Fatal , Substantial ,126559
 ATL04FA190 , 09/21/2004 , VMC , Fatal(2) , Substantial ,55451
 CHI04LA265 , 09/21/2004 , VMC , Non-Fatal , Substantial ,38978
 DEN04LA146 , 09/21/2004 , VMC , Non-Fatal , Substantial ,90234
 SEA04LA195 , 09/20/2004 , VMC , Non-Fatal , Substantial ,116919
 LAX04CA326 , 09/20/2004 , VMC , Non-Fatal , Substantial ,98271
 SEA04GA192 , 09/20/2004 , VMC , Fatal(3) , Destroyed ,112949
 ANC04FAMS2 , 09/20/2004 , VMC , Fatal(5) , Destroyed ,51511
 DCA04MA082 , 09/19/2004 , VMC , Non-Fatal , Substantial ,15101
 FTW04CA241 , 09/19/2004 , VMC , Non-Fatal , Substantial ,66756
 NYC04WA215 , 09/19/2004 , IMC , Fatal(1) , Destroyed ,86513
 IAD04WA049 , 09/19/2004 ,  , Fatal(4) , Destroyed ,45084
 NYC04LA214 , 09/19/2004 , VMC , Non-Fatal , Substantial ,74108
 LAX04LA324 , 09/19/2004 , IMC , Non-Fatal , Substantial ,33239
 CHI04LA262 , 09/19/2004 , VMC , Non-Fatal , Substantial ,106192
 SEA04FA191 , 09/19/2004 , VMC , Fatal(1) , Substantial ,99825
 CHI04WA263 , 09/19/2004 , IMC , Fatal(1) , Destroyed ,77578
 CHI04WA294 , 09/19/2004 ,  , Unavailable , Destroyed ,69779
 CHI04LA264 , 09/18/2004 , VMC , Non-Fatal , Substantial ,76830
 LAX04CA323 , 09/18/2004 , VMC , Non-Fatal , Substantial ,117570
 CHI04CA261 , 09/18/2004 , VMC , Non-Fatal , Substantial ,94830
 CHI04CA266 , 09/18/2004 , VMC , Non-Fatal , Substantial ,5414
 MIA04CA130 , 09/18/2004 , VMC , Non-Fatal , Substantial ,43722
 CHI04CA296 , 09/18/2004 , VMC , Non-Fatal , Substantial ,125128
 LAX04LA322 , 09/18/2004 , VMC , Fatal(2) , Destroyed ,71981
 CHI04LA283 , 09/18/2004 , VMC , Non-Fatal , Substantial ,30724
 LAX04LA320 , 09/17/2004 , VMC , Non-Fatal , Destroyed ,59725
 ANC04LA117 , 09/17/2004 , VMC , Non-Fatal , Substantial ,125344
 FTW04CA239 , 09/17/2004 , VMC , Non-Fatal , Substantial ,55020
 ATL04CA188 , 09/17/2004 , VMC , Non-Fatal , Substantial ,108750
 LAX04CA321 , 09/17/2004 , VMC , Non-Fatal , Substantial ,94360
 DEN04LA145 , 09/17/2004 , VMC , Non-Fatal , Substantial ,67094
 CHI04IA260 , 09/16/2004 , VMC , Incident , Minor ,42713
 ANC04LA110 , 09/16/2004 , VMC , Non-Fatal , Substantial ,86978
 ATL04LA187 , 09/16/2004 , VMC , Non-Fatal , Substantial ,46065
 DEN04CA143 , 09/16/2004 , VMC , Non-Fatal , Substantial ,21828
 NYC04LA213 , 09/15/2004 , VMC , Non-Fatal , Substantial ,2228
 FTW04TA237 , 09/15/2004 , VMC , Fatal(1) , Destroyed ,106998
 MIA04FA135 , 09/15/2004 , VMC , Fatal(4) , Destroyed ,109913
 ATL04CA185 , 09/15/2004 , VMC , Non-Fatal , Substantial ,24288
 ATL04CA186 , 09/15/2004 , VMC , Non-Fatal , Substantial ,16533
 LAX04CA317 , 09/14/2004 , VMC , Non-Fatal , Substantial ,19401
 DEN04LA142 , 09/14/2004 , VMC , Non-Fatal , Substantial ,58226
 FTW04LA238 , 09/14/2004 , VMC , Non-Fatal , Substantial ,81768
 ANC04LA109 , 09/14/2004 , VMC , Non-Fatal , Substantial ,100260
 SEA04LA189 , 09/13/2004 , VMC , Non-Fatal , Substantial ,124082
 SEA04FA190 , 09/13/2004 , IMC , Fatal(1) , Substantial ,114271
 LAX04LA318 , 09/13/2004 , VMC , Non-Fatal ,  ,34278
 CHI04CA258 , 09/13/2004 , VMC , Non-Fatal , Substantial ,69393
 SEA04CA186 , 09/12/2004 , VMC , Non-Fatal , Destroyed ,83949
 LAX04CA316 , 09/12/2004 , VMC , Non-Fatal , Substantial ,73200
 CHI04CA259 , 09/12/2004 , VMC , Non-Fatal , Substantial ,115256
 CHI04CA242 , 09/12/2004 , VMC , Non-Fatal , Substantial ,28116
 CHI04LA256 , 09/12/2004 , VMC , Fatal(1) , Destroyed ,8299
 ATL04LA183 , 09/12/2004 , VMC , Non-Fatal , Substantial ,16210
 SEA04FA188 , 09/12/2004 , VMC , Non-Fatal , Destroyed ,44065
 IAD04LA046 , 09/12/2004 , VMC , Fatal(1) , Destroyed ,63239
 NYC04LA210 , 09/12/2004 , VMC , Non-Fatal , Substantial ,57277
 ATL04LA178 , 09/12/2004 , VMC , Fatal(1) , Substantial ,3156
 CHI04FA257 , 09/12/2004 , VMC , Fatal(4) , Destroyed ,63884
 ATL04LA177 , 09/11/2004 , VMC , Fatal(2) , Substantial ,50441
 IAD04WA047 , 09/11/2004 ,  , Fatal(3) , Substantial ,118865
 SEA04LA187 , 09/11/2004 , VMC , Non-Fatal , Substantial ,105792
 NYC04LA209 , 09/11/2004 , VMC , Non-Fatal , Substantial ,74735
 LAX04LA334 , 09/11/2004 , VMC , Non-Fatal , Substantial ,97729
 ATL04CA180 , 09/11/2004 , VMC , Non-Fatal , Substantial ,16881
 ANC04CA108 , 09/11/2004 , VMC , Non-Fatal , Substantial ,35470
 ATL04CA179 , 09/11/2004 , VMC , Non-Fatal , Substantial ,53950
 ANC04LA106 , 09/11/2004 , VMC , Non-Fatal , Substantial ,58344
 ATL04CA182 , 09/10/2004 , VMC , Non-Fatal , Substantial ,77630
 ATL04CA192 , 09/10/2004 , VMC , Non-Fatal , Substantial ,119902
 ATL04LA181 , 09/10/2004 , VMC , Non-Fatal , Substantial ,109860
 CHI04FA255 , 09/10/2004 , VMC , Fatal(1) , Destroyed ,121131
 CHI04LA253 , 09/10/2004 , VMC , Non-Fatal , Substantial ,124311
 CHI04LA254 , 09/10/2004 , VMC , Non-Fatal , Substantial ,76023
 NYC04LA211 , 09/10/2004 , VMC , Non-Fatal , Substantial ,97067
 ATL04LA176 , 09/10/2004 , VMC , Fatal(2) , Substantial ,56937
 FTW04LA236 , 09/10/2004 , VMC , Fatal(1) , Destroyed ,127389
 WAS04WA015 , 09/09/2004 , VMC , Fatal(6) , Destroyed ,109050
 ATL04LA175 , 09/09/2004 , VMC , Non-Fatal , Substantial ,78394
 FTW04FA235 , 09/09/2004 , IMC , Fatal(1) , Destroyed ,67609
 NYC04LA212 , 09/09/2004 , VMC , Non-Fatal , Substantial ,54948
 CHI04CA251 , 09/09/2004 , VMC , Non-Fatal , Substantial ,118976
 ATL04CA184 , 09/09/2004 , VMC , Non-Fatal , Substantial ,40326
 FTW04WA244 , 09/09/2004 ,  , Fatal(1) , Destroyed ,92439
 NYC04CA207 , 09/08/2004 , VMC , Non-Fatal , Substantial ,110287
 SEA04WA184 , 09/08/2004 ,  , Fatal(2) , Substantial ,113151
 DEN04LA140 , 09/08/2004 , VMC , Non-Fatal , Substantial ,73008
 LAX04LA333 , 09/08/2004 , VMC , Non-Fatal , Substantial ,91674
 ANC04LA112 , 09/07/2004 , VMC , Non-Fatal , Substantial ,17987
 SEA04CA185 , 09/07/2004 , VMC , Non-Fatal , Substantial ,2675
 NYC04CA206 , 09/06/2004 , VMC , Non-Fatal , Substantial ,100845
 ANC04CA105 , 09/06/2004 , VMC , Non-Fatal , Substantial ,47328
 ATL04CA189 , 09/06/2004 , VMC , Non-Fatal , Substantial ,70566
 DEN04FA134 , 09/06/2004 , VMC , Fatal(1) , Destroyed ,11634
 DEN04LA136 , 09/06/2004 , VMC , Non-Fatal , Substantial ,27230
 ANC04LA118 , 09/06/2004 , VMC , Non-Fatal , Substantial ,91160
 DEN04LA135 , 09/06/2004 , VMC , Non-Fatal , Substantial ,55924
 SEA04LA180 , 09/05/2004 , VMC , Non-Fatal , Substantial ,16970
 IAD04LA044 , 09/05/2004 , VMC , Non-Fatal , Substantial ,47228
 LAX04LA314 , 09/05/2004 , VMC , Non-Fatal , Substantial ,92064
 MIA04LA127 , 09/05/2004 , VMC , Non-Fatal , Substantial ,111248
 SEA04LA182 , 09/05/2004 , VMC , Non-Fatal , Substantial ,83306
 NYC04CA205 , 09/05/2004 , VMC , Non-Fatal , Substantial ,119831
 CHI04CA247 , 09/04/2004 , VMC , Non-Fatal , Substantial ,104867
 ATL04CA174 , 09/04/2004 , VMC , Non-Fatal , Substantial ,97840
 CHI04CA252 , 09/04/2004 , VMC , Non-Fatal , Substantial ,125277
 ANC04CA111 , 09/04/2004 , VMC , Non-Fatal , Substantial ,37199
 CHI04CA246 , 09/04/2004 , VMC , Non-Fatal , Substantial ,38883
 SEA04LA183 , 09/04/2004 , VMC , Non-Fatal , Substantial ,107994
 FTW04FA232 , 09/04/2004 , VMC , Fatal(2) , Substantial ,114013
 ANC04FA102 , 09/04/2004 , VMC , Fatal(2) , Destroyed ,24114
 DEN04LA138 , 09/04/2004 , VMC , Non-Fatal , Substantial ,48156
 CHI04LA249 , 09/04/2004 , VMC , Non-Fatal , Substantial ,60632
 CHI04LA248 , 09/04/2004 , VMC , Non-Fatal , Substantial ,119290
 MIA04LA131 , 09/04/2004 , VMC , Non-Fatal , Substantial ,24333
 NYC04LA204 , 09/04/2004 , VMC , Non-Fatal , Substantial ,91788
 MIA04LA126 , 09/03/2004 , VMC , Non-Fatal , Substantial ,1854
 ANC04LA104 , 09/03/2004 , VMC , Non-Fatal , Destroyed ,99520
 FTW04LA231 , 09/03/2004 , VMC , Non-Fatal , Substantial ,50570
 LAX04LA312 , 09/03/2004 , VMC , Non-Fatal , Substantial ,29144
 SEA04LA179 , 09/03/2004 , VMC , Non-Fatal , Substantial ,62263
 SEA04LA181 , 09/03/2004 , VMC , Non-Fatal , Substantial ,110245
 DEN04LA133 , 09/03/2004 , VMC , Non-Fatal , Substantial ,61958
 ATL04LA173 , 09/03/2004 , VMC , Fatal(1) , Substantial ,51453
 ANC04LA103 , 09/03/2004 , VMC , Non-Fatal , Substantial ,54990
 NYC04CA202 , 09/03/2004 , VMC , Non-Fatal , Substantial ,2321
 FTW04CA233 , 09/03/2004 , VMC , Non-Fatal , Substantial ,57632
 LAX04CA310 , 09/02/2004 , VMC , Non-Fatal , Destroyed ,15350
 CHI04CA250 , 09/02/2004 , VMC , Non-Fatal , Substantial ,56347
 LAX04LA313 , 09/02/2004 , VMC , Fatal(2) , Destroyed ,104076
 FTW04LA229 , 09/02/2004 , VMC , Non-Fatal , Substantial ,115929
 DEN04LA144 , 09/02/2004 , VMC , Non-Fatal , Substantial ,77549
 SEA04LA178 , 09/01/2004 , VMC , Non-Fatal , Destroyed ,51542
 FTW04LA226 , 09/01/2004 , VMC , Fatal(1) , Destroyed ,56494
 ATL04CA172 , 09/01/2004 , VMC , Non-Fatal , Substantial ,78549
 LAX04CA309 , 09/01/2004 , VMC , Non-Fatal , Destroyed ,50567
